NbSim,MCPrice,QMCPrice,BS_price
77600,6.02581,6.07943,6.06195
77700,6.07303,6.05948,6.06195
77800,6.0546,6.06284,6.06195
77900,6.07072,6.0721,6.06195
78000,6.09795,6.07296,6.06195
78100,6.08365,6.06204,6.06195
78200,6.0576,6.05534,6.06195
78300,6.01116,6.06221,6.06195
78400,6.0872,6.06884,6.06195
78500,6.03689,6.05458,6.06195
78600,6.03394,6.04377,6.06195
78700,6.03405,6.06143,6.06195
78800,6.05912,6.06683,6.06195
78900,6.09706,6.07399,6.06195
79000,6.05613,6.05183,6.06195
79100,6.04002,6.06004,6.06195
79200,6.06355,6.0621,6.06195
79300,6.0416,6.05905,6.06195
79400,6.04794,6.06265,6.06195
79500,6.06295,6.07215,6.06195
79600,6.02706,6.05023,6.06195
79700,6.06077,6.06865,6.06195
79800,6.03992,6.06314,6.06195
79900,6.01554,6.05193,6.06195
80000,6.08559,6.08956,6.06195
80100,6.03498,6.06797,6.06195
80200,6.07519,6.06559,6.06195
80300,6.04408,6.06628,6.06195
80400,6.08867,6.05294,6.06195
80500,6.06896,6.06506,6.06195
80600,6.06332,6.06437,6.06195
80700,6.05785,6.04461,6.06195
80800,6.06773,6.06677,6.06195
80900,6.06249,6.05775,6.06195
81000,6.08268,6.0443,6.06195
81100,6.06361,6.04098,6.06195
81200,6.0716,6.05716,6.06195
81300,6.06519,6.06771,6.06195
81400,6.05997,6.05492,6.06195
81500,6.05164,6.05848,6.06195
81600,6.04456,6.07339,6.06195
81700,6.04134,6.03337,6.06195
81800,6.04789,6.06746,6.06195
81900,6.07968,6.03548,6.06195
82000,6.03603,6.05365,6.06195
82100,6.0805,6.07218,6.06195
82200,6.08417,6.06483,6.06195
82300,6.04222,6.06737,6.06195
82400,6.07083,6.06694,6.06195
82500,6.06568,6.06397,6.06195
82600,6.06776,6.06276,6.06195
82700,6.04718,6.05283,6.06195
82800,6.07439,6.06043,6.06195
82900,6.07476,6.08171,6.06195
83000,6.08661,6.06272,6.06195
83100,6.07243,6.05175,6.06195
83200,6.07386,6.05717,6.06195
83300,6.05377,6.06594,6.06195
83400,6.05024,6.0835,6.06195
83500,6.03415,6.06214,6.06195
83600,6.0672,6.07466,6.06195
83700,6.06263,6.06533,6.06195
83800,6.04913,6.05643,6.06195
83900,6.04749,6.07303,6.06195
84000,6.06474,6.08606,6.06195
84100,6.06894,6.06069,6.06195
84200,6.06477,6.05076,6.06195
84300,6.0685,6.08291,6.06195
84400,6.06682,6.05106,6.06195
84500,6.07584,6.06374,6.06195
84600,6.05397,6.0412,6.06195
84700,6.07353,6.0628,6.06195
84800,6.05732,6.07346,6.06195
84900,6.04997,6.06843,6.06195
85000,6.07445,6.05264,6.06195
85100,6.05123,6.06089,6.06195
85200,6.08283,6.07261,6.06195
85300,6.07436,6.06121,6.06195
85400,6.08244,6.06332,6.06195
85500,6.08448,6.04033,6.06195
85600,6.03475,6.04517,6.06195
85700,6.06582,6.05332,6.06195
85800,6.04418,6.05041,6.06195
85900,6.06533,6.08177,6.06195
86000,6.0774,6.06686,6.06195
86100,6.06919,6.04888,6.06195
86200,6.06576,6.0622,6.06195
86300,6.06012,6.05015,6.06195
86400,6.0587,6.06767,6.06195
86500,6.03118,6.07641,6.06195
86600,6.07177,6.06596,6.06195
86700,6.05215,6.06244,6.06195
86800,6.07238,6.06763,6.06195
86900,6.06651,6.06578,6.06195
87000,6.03191,6.07151,6.06195
87100,6.08219,6.05772,6.06195
87200,6.09267,6.05678,6.06195
87300,6.06246,6.07356,6.06195
87400,6.05279,6.06507,6.06195
87500,6.10709,6.05997,6.06195
87600,6.03908,6.07018,6.06195
87700,6.0112,6.06264,6.06195
87800,6.03909,6.05165,6.06195
87900,6.06254,6.06066,6.06195
88000,6.06009,6.06642,6.06195
88100,6.02768,6.06574,6.06195
88200,6.06649,6.04959,6.06195
88300,6.05707,6.05253,6.06195
88400,6.06407,6.07368,6.06195
88500,6.08616,6.07254,6.06195
88600,6.08026,6.07052,6.06195
88700,6.03599,6.07437,6.06195
88800,6.07334,6.06117,6.06195
88900,6.08214,6.04784,6.06195
89000,6.03857,6.0609,6.06195
89100,6.03351,6.05301,6.06195
89200,6.02854,6.06899,6.06195
89300,6.03205,6.06709,6.06195
89400,6.05347,6.04693,6.06195
89500,6.04661,6.04691,6.06195
89600,6.04074,6.06299,6.06195
89700,6.06007,6.04703,6.06195
89800,6.04044,6.06808,6.06195
89900,6.06687,6.06932,6.06195
90000,6.07269,6.0668,6.06195
90100,6.04129,6.05377,6.06195
90200,6.04074,6.06949,6.06195
90300,6.06551,6.04765,6.06195
90400,6.04802,6.0562,6.06195
90500,6.05932,6.07398,6.06195
90600,6.07939,6.06727,6.06195
90700,6.0566,6.05663,6.06195
90800,6.07,6.08227,6.06195
90900,6.05167,6.08237,6.06195
91000,6.05756,6.0674,6.06195
91100,6.08384,6.05367,6.06195
91200,6.05699,6.07224,6.06195
91300,6.07128,6.06903,6.06195
91400,6.04231,6.05317,6.06195
91500,6.05543,6.07192,6.06195
91600,6.06536,6.05222,6.06195
91700,6.07964,6.0629,6.06195
91800,6.07351,6.07271,6.06195
91900,6.05652,6.07485,6.06195
92000,6.05502,6.06359,6.06195
92100,6.08336,6.07789,6.06195
92200,6.05919,6.07795,6.06195
92300,6.06621,6.06989,6.06195
92400,6.07203,6.07551,6.06195
92500,6.0766,6.0718,6.06195
92600,6.07306,6.05904,6.06195
92700,6.10121,6.07325,6.06195
92800,6.04847,6.06144,6.06195
92900,6.0611,6.05026,6.06195
93000,6.06491,6.07076,6.06195
93100,6.04279,6.06268,6.06195
93200,6.05428,6.05716,6.06195
93300,6.0391,6.03999,6.06195
93400,6.07004,6.04627,6.06195
93500,6.08782,6.07036,6.06195
93600,6.03914,6.06848,6.06195
93700,6.05838,6.06109,6.06195
93800,6.05803,6.04865,6.06195
93900,6.06467,6.07601,6.06195
94000,6.09469,6.05426,6.06195
94100,6.04568,6.05218,6.06195
94200,6.05887,6.07557,6.06195
94300,6.05493,6.05663,6.06195
94400,6.0743,6.06249,6.06195
94500,6.07355,6.05908,6.06195
94600,6.06063,6.05378,6.06195
94700,6.06673,6.06054,6.06195
94800,6.03584,6.066,6.06195
94900,6.04365,6.05641,6.06195
95000,6.06539,6.07747,6.06195
95100,6.08171,6.0744,6.06195
95200,6.0491,6.06082,6.06195
95300,6.08368,6.06196,6.06195
95400,6.07778,6.07074,6.06195
95500,6.07043,6.06842,6.06195
95600,6.05838,6.0449,6.06195
95700,6.06618,6.05147,6.06195
95800,6.03942,6.06883,6.06195
95900,6.10407,6.08122,6.06195
96000,6.0438,6.06339,6.06195
96100,6.0733,6.04953,6.06195
96200,6.06727,6.06884,6.06195
96300,6.04682,6.06595,6.06195
96400,6.05849,6.08295,6.06195
96500,6.04606,6.06548,6.06195
96600,6.07918,6.06728,6.06195
96700,6.06449,6.05511,6.06195
96800,6.05515,6.05698,6.06195
96900,6.05577,6.06714,6.06195
97000,6.08367,6.06031,6.06195
97100,6.0944,6.06504,6.06195
97200,6.06671,6.07553,6.06195
97300,6.05685,6.04835,6.06195
97400,6.04781,6.05545,6.06195
97500,6.05431,6.05878,6.06195
97600,6.05181,6.07686,6.06195
97700,6.07967,6.06054,6.06195
97800,6.08928,6.07487,6.06195
97900,6.05471,6.04695,6.06195
98000,6.07239,6.05587,6.06195
98100,6.07695,6.07383,6.06195
98200,6.04806,6.08237,6.06195
98300,6.0365,6.05843,6.06195
98400,6.05959,6.08049,6.06195
98500,6.03713,6.07223,6.06195
98600,6.08618,6.05118,6.06195
98700,6.07683,6.0606,6.06195
98800,6.05191,6.06624,6.06195
98900,6.05207,6.04826,6.06195
99000,6.05428,6.0477,6.06195
99100,6.0623,6.07348,6.06195
99200,6.07965,6.05388,6.06195
99300,6.05498,6.0532,6.06195
99400,6.06346,6.05831,6.06195
99500,6.03195,6.05287,6.06195
99600,6.05375,6.07316,6.06195
99700,6.07998,6.04391,6.06195
99800,6.04213,6.0947,6.06195
99900,6.06353,6.06412,6.06195
100000,6.05283,6.04698,6.06195
